"UNITID_P","INSTNM","BRANCH","Address","City","State","ZIP","sector_cd","Sector_desc","men_total","women_total","Total","WEAPON13","DRUG13","LIQUOR13","WEAPON14","DRUG14","LIQUOR14","WEAPON15","DRUG15","LIQUOR15","FILTER13","FILTER14","FILTER15"
102845001,"Charter College-Anchorage","Anchorage","2221 E NORTHERN LIGHTS BLVD STE 120","ANCHORAGE","AK","99508",3,"Private for-profit, 4-year or above",510,1435,1945,0,0,0,0,0,0,0,0,0,1,1,1
103501001,"Alaska Career College","Main Campus","1415 E Tudor Road","Anchorage","AK","995071033",6,"Private for-profit, 2-year",72,306,378,0,0,0,0,0,0,0,0,0,1,1,1
103741001,"Empire Beauty School-Tucson","Empire Beauty School - C Tucson, AZ","3030 E SPEEDWAY BLVD","TUCSON","AZ","85716",9,"Private for-profit, less-than 2-year",7,108,115,0,0,0,0,0,0,0,0,0,1,1,1
103778001,"Thunderbird School of Global Management","MAIN CAMPUS","1 Global Place","GLENDALE","AZ","853066000",1,"Public, 4-year or above",282,134,416,0,0,0,0,0,0,0,1,0,1,1,1
103787001,"American Indian College Inc","SAGU-AIC","10020 N 15TH AVE","PHOENIX","AZ","85021",2,"Private nonprofit, 4-year or above",49,50,99,0,0,0,0,0,0,0,0,0,1,1,1
103811001,"American Institute of Technology","Main Campus","440 S 54TH AVE","PHOENIX","AZ","850434729",9,"Private for-profit, less-than 2-year",292,32,324,0,0,0,0,0,0,0,0,0,1,1,1
103893001,"Carrington College-Phoenix","Carrington College-Phoenix","8503 N 27TH AVE","PHOENIX","AZ","85051",6,"Private for-profit, 2-year",96,580,676,0,0,0,0,0,0,0,0,0,1,1,1
103909001,"Carrington College-Mesa","Carrington College-Mesa","1001 Southern Avenue, Ste. 130","Mesa","AZ","85210",6,"Private for-profit, 2-year",113,520,633,0,0,0,0,0,0,0,0,0,1,1,1
103927001,"Carrington College-Tucson","Carrington College-Tucson","201 N Bonita Ave., Ste. 101","Tucson","AZ","857453098",6,"Private for-profit, 2-year",69,288,357,0,0,0,0,0,0,0,0,0,1,1,1
103945001,"CollegeAmerica-Flagstaff","College America - Flagstaff","399 South Malpais 2nd Floor","Flagstaff","AZ","86001",2,"Private nonprofit, 4-year or above",26,111,137,0,0,0,0,0,0,0,0,0,1,1,1
103954001,"Arizona Academy of Beauty-East","Main Campus","5631 E SPEEDWAY BLVD","TUCSON","AZ","85712",9,"Private for-profit, less-than 2-year",2,31,33,0,0,0,0,0,0,0,0,0,1,1,1
103963001,"Arizona Automotive Institute","Arizona Automotive Institute","6829 N 46TH AVE","GLENDALE","AZ","853013579",9,"Private for-profit, less-than 2-year",624,31,655,0,0,0,0,0,0,0,0,0,1,1,1
104090001,"Brookline College-Phoenix","Brookline College - Phoenix Campus","2445 W. Dunlap Avenue, Suite 100","Phoenix","AZ","85021",3,"Private for-profit, 4-year or above",276,1103,1379,0,0,0,0,0,0,0,0,0,1,1,1
104151001,"Arizona State University-Tempe","Tempe Campus","325 E. Apache Blvd.","TEMPE","AZ","852871812",1,"Public, 4-year or above",29870,22114,51984,5,252,334,0,234,438,0,325,314,1,1,1
104160001,"Arizona Western College","Main Campus","2020 S. Avenue 8E","YUMA","AZ","85365",4,"Public, 2-year",3229,4285,7514,0,13,11,0,16,10,1,16,14,1,1,1
104179001,"University of Arizona","Main Campus","1200 E. Univeristy","TUCSON","AZ","857210021",1,"Public, 4-year or above",20628,21967,42595,4,143,219,1,57,153,0,96,109,1,1,1
104188001,"Southwest University of Visual Arts-Tucson","Main Campus","2525 N COUNTRY CLUB RD","TUCSON","AZ","85716",3,"Private for-profit, 4-year or above",69,70,139,0,0,0,0,0,0,0,0,0,1,1,1
104346001,"Central Arizona College","Main Campus-Signal Peak","8470 N OVERFIELD RD","COOLIDGE","AZ","851289778",4,"Public, 2-year",2207,3642,5849,0,4,2,0,4,0,0,10,0,1,1,1
104364001,"Brown Mackie College-Tucson","Brown Mackie College - Tucson","4585 E. Speedway Blvd #204","Tucson","AZ","85712",3,"Private for-profit, 4-year or above",190,260,450,0,0,0,0,0,0,0,0,0,1,1,1
104391001,"Charles of Italy Beauty College","Main Campus","1987 MCCULLOCH BLVD, Suite 205","LAKE HAVASU CITY","AZ","86403",9,"Private for-profit, less-than 2-year",9,54,63,0,0,0,0,0,0,0,0,0,1,1,1
104425001,"Cochise County Community College District","Douglas Campus","4190 W. Highway 80","Douglas","AZ","856079724",4,"Public, 2-year",2102,2335,4437,0,2,5,0,6,6,0,3,12,1,1,1
104434001,"Empire Beauty School-Flagstaff","Empire Beauty School - Flagstaff, AZ","1790 EAST ROUTE 66","FLAGSTAFF","AZ","86004",9,"Private for-profit, less-than 2-year",3,41,44,0,0,0,0,0,0,0,0,0,1,1,1
104443001,"Empire Beauty School-Chandler","Empire Beauty School - Chandler, AZ","2978 N ALMA SCHOOL RD  STE 1-3","CHANDLER","AZ","85224",9,"Private for-profit, less-than 2-year",9,57,66,0,0,0,0,0,0,0,0,0,1,1,1
104504001,"Cortiva Institute-Tucson","Main Campus","6390 E. Broadway","TUCSON","AZ","85710",9,"Private for-profit, less-than 2-year",39,94,133,0,0,0,0,0,0,0,0,0,1,1,1
104568001,"Avalon School of Cosmetology-Mesa","Avalon School of Cosmetology (Mesa)","2111 S Alma School Rd #21","Mesa","AZ","85210",9,"Private for-profit, less-than 2-year",12,321,333,0,0,0,0,0,0,0,0,0,1,1,1
104577001,"Eastern Arizona College","Main Campus","615 N. Stadium Avenue","Thatcher","AZ","855520769",4,"Public, 2-year",2677,3643,6320,0,3,8,0,4,19,0,4,14,1,1,1
104586001,"Embry-Riddle Aeronautical University-Prescott","Embry-Riddle Aeronautical University - Prescott","3700 Willow Creek Road","Prescott","AZ","863013720",2,"Private nonprofit, 4-year or above",1751,514,2265,1,0,0,0,0,0,0,0,0,1,1,1
104665001,"Frank Lloyd Wright School of Architecture","Taliesin West","12621 N. Frank Lloyd Wright Blvd","Scottsdale","AZ","85259",2,"Private nonprofit, 4-year or above",14,3,17,0,0,0,0,0,0,0,0,0,1,1,1
104708001,"Glendale Community College","Main Campus","6000 W OLIVE AVE","GLENDALE","AZ","85302",4,"Public, 2-year",9148,10723,19871,0,4,0,0,1,0,0,1,0,1,1,1
104717001,"Grand Canyon University","Grand Canyon University","3300 W CAMELBACK RD","PHOENIX","AZ","85017",3,"Private for-profit, 4-year or above",18577,50867,69444,0,11,0,0,19,6,0,54,2,1,1,1
104911002,"International Academy of Hair Design","International Academy of Beauty","4812 S Mill Ave","Tempe","AZ","85282",9,"Private for-profit, less-than 2-year",16,120,136,0,0,0,0,0,0,0,0,0,1,1,1
105145001,"GateWay Community College","Washington Campus","108 N. 40TH Street","Phoenix","AZ","85034",4,"Public, 2-year",2421,3216,5637,0,0,0,0,0,0,0,0,0,1,1,1
105154001,"Mesa Community College","Mesa Community College","1833 W SOUTHERN AVE","MESA","AZ","85202",4,"Public, 2-year",10512,10979,21491,0,0,1,0,2,4,0,9,1,1,1,1
105206001,"Mohave Community College","Neal Campus - Kingman","1971 Jagerson Ave","Kingman","AZ","864091238",4,"Public, 2-year",1521,2839,4360,0,1,0,0,0,1,0,0,0,1,1,1
105215001,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division","Universal Technical Institute-Motorcycle Mechanics Institute Division","2844 W DEER VALLEY RD","PHOENIX","AZ","85027",6,"Private for-profit, 2-year",1302,47,1349,0,0,0,0,1,0,0,0,0,1,1,1
105297001,"Dine College","Main Campus","Route 12, NHC Bldg. 1st Floor, Room 113","TSAILE","AZ","86556",1,"Public, 4-year or above",473,1017,1490,0,0,0,0,1,0,0,0,0,1,1,1
105330001,"Northern Arizona University","Flagstaff Mountain Campus","Knoles Drive, Babbit Administrative Ctr","FLAGSTAFF","AZ","860114132",1,"Public, 4-year or above",11617,17404,29021,0,71,115,0,71,69,1,78,110,1,1,1
105349001,"Northland Pioneer College","Main Campus - Painted Desert - PDC","2251 N. Navajo Boulevard","Holbrook","AZ","860251824",4,"Public, 2-year",1402,1952,3354,0,0,0,0,0,1,0,0,0,1,1,1
105367001,"Ottawa University-Phoenix","Ottawa University-Phoenix","9414 N. 25th Avenue","PHOENIX","AZ","85021",2,"Private nonprofit, 4-year or above",158,409,567,0,0,0,0,0,0,0,0,0,1,1,1
105428001,"Phoenix College","Phoenix College","1202 W Thomas Rd","Phoenix","AZ","85013",4,"Public, 2-year",4386,7479,11865,0,1,0,0,1,0,0,0,0,1,1,1
105482001,"Cortiva Institute-Scottsdale","Cortiva Institute-Scottsdale","8010 E McDowell Road #214","SCOTTSDALE","AZ","85257",9,"Private for-profit, less-than 2-year",32,79,111,0,0,0,0,0,0,0,0,0,1,1,1
105525001,"Pima Community College","West Campus","2202 W. Anklam Rd.","Tucson","AZ","857090001",4,"Public, 2-year",12669,14211,26880,0,0,1,0,1,2,1,1,5,1,1,1
105534001,"Pima Medical Institute-Tucson","Tucson Campus","3350 E GRANT RD Suite 100","TUCSON","AZ","85716",3,"Private for-profit, 4-year or above",463,1560,2023,0,0,0,0,0,0,0,0,0,1,1,1
105543001,"Pima Medical Institute-Albuquerque","Albuquerque Campus","4400 Cutler  Avenue NE","ALBUQUERQUE","NM","87110",6,"Private for-profit, 2-year",192,721,913,0,0,0,0,0,0,0,0,0,1,1,1
105589001,"Prescott College","Prescott College","220 GROVE AVE","PRESCOTT","AZ","86301",2,"Private nonprofit, 4-year or above",260,559,819,0,0,1,0,0,0,0,0,0,1,1,1
105659001,"Refrigeration School Inc","Main Campus","4210 E WASHINGTON STREET","PHOENIX","AZ","850341816",6,"Private for-profit, 2-year",680,8,688,0,0,0,0,0,0,0,0,0,1,1,1
105668001,"Rio Salado College","Main Campus-Tempe","2323 W 14TH ST","Tempe","AZ","852816950",4,"Public, 2-year",7953,12580,20533,0,0,0,0,0,0,0,1,0,1,1,1
105677001,"Roberto-Venn School of Luthiery","Main Campus","1012 NW Grand Ave","PHOENIX","AZ","85007",9,"Private for-profit, less-than 2-year",30,2,32,0,0,0,0,0,0,0,0,0,1,1,1
105701001,"Hair Academy of Safford","Main Campus","1550 WEST THATCHER BLVD","SAFFORD","AZ","855463309",9,"Private for-profit, less-than 2-year",1,36,37,0,0,0,0,0,0,0,0,0,1,1,1
105747001,"Scottsdale Community College","Main Campus","9000 E CHAPARRAL RD","SCOTTSDALE","AZ","85256",4,"Public, 2-year",4701,5382,10083,0,0,0,0,0,0,0,0,0,1,1,1
105792001,"South Mountain Community College","SOUTH MOUNTAIN COMMUNITY COLLEGE","7050 S 24TH ST","PHOENIX","AZ","85042",4,"Public, 2-year",1725,2358,4083,0,0,2,0,0,0,0,0,0,1,1,1
105899001,"Arizona Christian University","Main Campus","2625 E CACTUS RD","PHOENIX","AZ","850327097",2,"Private nonprofit, 4-year or above",449,330,779,0,0,0,0,0,0,0,0,1,1,1,1
105987001,"Tucson College","Main Campus","5151 E Braodway Blvd, Ste. 155","TUCSON","AZ","85711",9,"Private for-profit, less-than 2-year",109,170,279,0,0,0,1,0,0,0,0,0,1,1,1
106041001,"Universal Technical Institute of Arizona Inc","Universal Technical Institute of Arizona, Inc.","10695 West Pierce Street","Avondale","AZ","85323",6,"Private for-profit, 2-year",2027,73,2100,0,0,0,0,0,0,0,0,0,1,1,1
106102001,"Western International University","Main Campus","1601 W Fountainhead Pkwy","Tempe","AZ","85282",3,"Private for-profit, 4-year or above",511,790,1301,0,0,0,0,0,0,0,1,0,1,1,1
106111001,"Empire Beauty School-NW Phoenix","Empire Beauty School - NW Phoenix, AZ","2727 West Glendale Ave. #200","Phoenix","AZ","85051",9,"Private for-profit, less-than 2-year",15,140,155,0,0,0,0,0,0,0,0,0,1,1,1
106148001,"Yavapai College","Yavapai College - Prescott Campus","1100 E Sheldon St","Prescott","AZ","86301",4,"Public, 2-year",3206,4179,7385,0,2,39,0,5,24,0,12,8,1,1,1
106245001,"University of Arkansas at Little Rock","University of Arkansas, Little Rock","2801 S UNIVERSITY AVE","LITTLE ROCK","AR","72204",1,"Public, 4-year or above",4728,7163,11891,1,11,0,1,3,2,1,4,0,1,1,1
106263001,"University of Arkansas for Medical Sciences","University of Arkansas for Medical Sciences","4301 W MARKHAM SLOT 583","LITTLE ROCK","AR","72205",1,"Public, 4-year or above",1004,2017,3021,0,13,4,1,16,5,3,11,6,1,1,1
106306001,"Arkansas Baptist College","Arkansas Baptist College","1621 Martin Luther King Drive","LITTLE ROCK","AR","722026099",2,"Private nonprofit, 4-year or above",687,303,990,0,9,1,3,6,2,1,7,2,1,1,1
106315001,"Arkansas Beauty School-Little Rock","Main Campus","8521 Geyer Springs Road Unit 30","LITTLE ROCK","AR","72209",9,"Private for-profit, less-than 2-year",12,62,74,0,0,0,0,0,0,0,0,0,1,1,1
106324001,"Arkansas Beauty College","Main Campus","109 N Commerce St","Russellville","AR","72801",9,"Private for-profit, less-than 2-year",1,22,23,0,0,0,0,0,0,0,0,0,1,1,1
106342001,"Lyon College","Main Campus","2300 HIGHLAND ROAD","BATESVILLE","AR","72501",2,"Private nonprofit, 4-year or above",374,341,715,0,0,0,0,0,0,0,1,0,1,1,1
106351001,"Arkansas College of Barbering and Hair Design","Arkansas College of Barbering and Hair Design","200 E WASHINGTON AVE","NORTH LITTLE ROCK","AR","72114",9,"Private for-profit, less-than 2-year",96,80,176,0,0,0,0,0,0,0,0,0,1,1,1
106360001,"Arthur's Beauty College Inc-Fort Smith","Arthurs Beauty College-Fort Smith","2000 NORTH B ST","FORT SMITH","AR","729013342",9,"Private for-profit, less-than 2-year",0,29,29,0,0,0,0,0,0,0,0,0,1,1,1
106397001,"University of Arkansas","Main Campus","ADMINISTRATION BLDG 422","FAYETTEVILLE","AR","727011201",1,"Public, 4-year or above",12955,13799,26754,0,88,84,2,86,110,1,95,118,1,1,1
106412001,"University of Arkansas at Pine Bluff","UAPB - University of Arkansas at Pine Bluff","1200 N UNIVERSITY MAIL SLOT 4967","PINE BLUFF","AR","716014967",1,"Public, 4-year or above",1166,1492,2658,0,7,1,0,5,0,1,5,0,1,1,1
106449001,"Arkansas State University-Beebe","Main Campus","1000 IOWA STREET","BEEBE","AR","720121000",4,"Public, 2-year",1771,2164,3935,0,1,4,0,2,2,0,1,2,1,1,1
106458001,"Arkansas State University-Main Campus","Arkansas State University-Jonesboro","PO Box 10","State University","AR","72467",1,"Public, 4-year or above",5446,7964,13410,2,4,24,0,12,41,2,17,39,1,1,1
106467001,"Arkansas Tech University","Main Campus","1509 N. Boulder Ave., Room 210","RUSSELLVILLE","AR","728012222",1,"Public, 4-year or above",5373,6681,12054,0,0,1,1,2,4,1,2,6,1,1,1
106485001,"University of Arkansas at Monticello","University of Arkansas at Monticello","Highway 425 South","Monticello","AR","71656",1,"Public, 4-year or above",1542,2101,3643,1,2,0,0,3,1,2,7,0,1,1,1
106494001,"Arthur's Beauty College Inc-Jacksonville","Arthur's Beauty College, Inc.-Jacksonville","2600 JOHN HARDEN DR","JACKSONVILLE","AR","72076",9,"Private for-profit, less-than 2-year",4,50,54,0,0,0,0,0,0,0,0,0,1,1,1
106546001,"Baptist Health College-Little Rock","Main Campus","11900 COL GLENN RD STE 1000","LITTLE ROCK","AR","722102820",5,"Private nonprofit, 2-year",85,578,663,0,0,0,0,0,0,0,0,0,1,1,1
106625001,"Black River Technical College","Main Campus","1410 HWY 304","POCAHONTAS","AR","72455",4,"Public, 2-year",611,1128,1739,0,0,0,0,0,0,0,0,0,1,1,1
106704001,"University of Central Arkansas","Main Campus","201 DONAGHEY AVE","CONWAY","AR","720350001",1,"Public, 4-year or above",4544,7210,11754,1,27,17,1,17,20,0,20,5,1,1,1
106713001,"Central Baptist College","Main Campus","1501 COLLEGE AVE","CONWAY","AR","72034",2,"Private nonprofit, 4-year or above",471,410,881,0,0,0,0,0,0,0,0,0,1,1,1
106795001,"Cossatot Community College of the University of Arkansas","Sevier County Campus (Main)","183 College Drive","DE QUEEN","AR","71832",4,"Public, 2-year",607,1035,1642,0,0,0,0,0,0,0,0,0,1,1,1
106810001,"Crowley's Ridge College","Main Campus","100 COLLEGE DR","PARAGOULD","AR","72450",2,"Private nonprofit, 4-year or above",123,103,226,0,0,0,0,0,0,0,0,0,1,1,1
106829001,"Crowley's Ridge Technical Institute","Main Campus","1620 Newcastle Road","FORREST CITY","AR","723350925",7,"Public, less-than 2-year",117,88,205,0,0,0,0,0,0,0,0,0,1,1,1
106883001,"East Arkansas Community College","East Arkansas Community College","1700 NEWCASTLE RD","FORREST CITY","AR","72335",4,"Public, 2-year",450,750,1200,0,0,0,0,0,0,0,0,0,1,1,1
106892001,"Eastern College of Health Vocations-Little Rock","Main Campus","200 South University Avenue","LITTLE ROCK","AR","72205",9,"Private for-profit, less-than 2-year",8,141,149,0,0,0,0,0,0,0,0,0,1,1,1
106908001,"Imagine-Paul Mitchell Partner School","Imagine-Paul Mitchell Partner School (Main Campus, North Little Rock, AR)","4201 E McCain Blvd","North Little Rock","AR","72117",9,"Private for-profit, less-than 2-year",18,297,315,0,0,0,0,0,0,0,0,0,1,1,1
106980001,"National Park Community College","Main Campus","101 COLLEGE DR","HOT SPRINGS","AR","71913",4,"Public, 2-year",1168,1846,3014,0,0,0,0,0,0,0,0,0,1,1,1
106999001,"University of Arkansas Community College-Batesville","Main Campus","2005 White Drive, PO BOX 3350","Batesville","AR","725033350",4,"Public, 2-year",472,915,1387,0,0,0,0,0,1,0,0,0,1,1,1
107044001,"Harding University","Main Campus","900 E. Center","Searcy","AR","72149",2,"Private nonprofit, 4-year or above",2546,3463,6009,0,0,0,0,0,0,0,0,0,1,1,1
107071001,"Henderson State University","Henderson State University","1100 HENDERSON ST","ARKADELPHIA","AR","719990001",1,"Public, 4-year or above",1461,2066,3527,0,0,7,0,3,0,1,7,3,1,1,1
107080001,"Hendrix College","Main Campus","1600 WASHINGTON AVE","CONWAY","AR","720323080",2,"Private nonprofit, 4-year or above",630,708,1338,0,1,0,0,1,1,0,2,0,1,1,1
107099001,"Hot Springs Beauty College","Hot Springs Beauty College","100 Cones Rd","HOT SPRINGS","AR","71901",9,"Private for-profit, less-than 2-year",1,37,38,0,0,0,0,0,0,0,0,0,1,1,1
107123001,"Jefferson Regional Medical Center School of Nursing","Main Campus","1600 West 40th","PINE BLUFF","AR","71603",5,"Private nonprofit, 2-year",10,57,67,0,0,0,0,0,0,0,0,0,1,1,1
107141001,"John Brown University","Main Campus","2000 W UNIVERSITY ST","SILOAM SPRINGS","AR","727612121",2,"Private nonprofit, 4-year or above",1135,1646,2781,0,0,0,0,0,0,0,0,0,1,1,1
107211001,"Lees School of Cosmetology","Lees School of Cosmetology","2700 W. PERSHING BLVD","NORTH LITTLE ROCK","AR","721143800",9,"Private for-profit, less-than 2-year",3,19,22,0,0,0,0,0,0,0,0,0,1,1,1
107220001,"Career Academy of Hair Design","Career Academy of Hair Design","346 E Robinson Ave","Springdale","AR","727647128",9,"Private for-profit, less-than 2-year",12,236,248,0,0,0,0,0,0,0,0,0,1,1,1
107293001,"Academy of Salon and Spa","Mellie's Inc. - Academy of Salon & Spa","311 S 16TH ST","FORT SMITH","AR","72901",9,"Private for-profit, less-than 2-year",1,70,71,0,1,0,0,0,0,0,0,0,1,1,1
107318001,"Arkansas State University Mid-South","Main Campus","2000 W.  BROADWAY","WEST MEMPHIS","AR","723013829",4,"Public, 2-year",747,1149,1896,0,1,0,0,0,0,0,0,0,1,1,1
107327001,"Arkansas Northeastern College","Main Campus","2501 S. Division","Blytheville","AR","723161109",4,"Public, 2-year",478,883,1361,0,0,0,0,0,0,0,0,0,1,1,1
107363001,"Margaret's Hair Academy Inc","Main Campus","305 East Gaines Street","Monticello","AR","71655",9,"Private for-profit, less-than 2-year",3,35,38,0,0,0,0,0,0,0,0,0,1,1,1
107442001,"New Tyler Barber College Inc","Main Campus","1221 E 7TH ST","NORTH LITTLE ROCK","AR","721144973",9,"Private for-profit, less-than 2-year",40,19,59,0,0,0,0,0,0,0,0,0,1,1,1
107460001,"North Arkansas College","South Campus","1515 PIONEER DR.","HARRISON","AR","72601",4,"Public, 2-year",771,1025,1796,0,0,0,0,1,1,2,1,1,1,1,1
107488001,"Northwest Technical Institute","Main Campus","709 S OLD MISSOURI RD","SPRINGDALE","AR","72764",7,"Public, less-than 2-year",123,63,186,0,0,0,0,0,0,0,0,0,1,1,1
107512001,"Ouachita Baptist University","Main Campus","410 OUACHITA ST","ARKADELPHIA","AR","719980001",2,"Private nonprofit, 4-year or above",749,789,1538,0,0,0,0,0,0,0,0,0,1,1,1
107521001,"College of the Ouachitas","Main Campus","ONE COLLEGE CIR","MALVERN","AR","72104",4,"Public, 2-year",548,798,1346,0,0,0,1,0,0,0,0,0,1,1,1
107549001,"Ozarka College","Main Campus","218 COLLEGE DR","MELBOURNE","AR","725560010",4,"Public, 2-year",303,805,1108,0,0,0,0,0,0,0,0,0,1,1,1
107558001,"University of the Ozarks","Main Campus","415 N. College Ave.","Clarksville","AR","72830",2,"Private nonprofit, 4-year or above",312,339,651,0,1,0,0,0,0,0,0,0,1,1,1
107585001,"University of Arkansas Community College-Morrilton","Main Campus","1537 University Blvd.","MORRILTON","AR","72110",4,"Public, 2-year",842,1200,2042,1,0,0,1,1,1,1,1,0,1,1,1
107600001,"Philander Smith College","Philander Smith College","900 DAISY BATES DRIVE","LITTLE ROCK","AR","722023799",2,"Private nonprofit, 4-year or above",218,366,584,0,0,0,0,0,0,0,1,0,1,1,1
107619001,"Phillips Community College of the University of Arkansas","Main Campus","1000 CAMPUS DR","HELENA","AR","723420785",4,"Public, 2-year",623,1038,1661,0,0,0,0,0,0,0,0,0,1,1,1
107637001,"Southeast Arkansas College","Main Campus","1900 Hazel St.","Pine Bluff","AR","71603",4,"Public, 2-year",459,1089,1548,0,0,0,0,0,0,1,0,0,1,1,1
107655001,"Professional Cosmetology Education Center","Main Campus","460 N Washington Ave","El Dorado","AR","71730",9,"Private for-profit, less-than 2-year",1,40,41,0,0,0,0,0,0,0,0,0,1,1,1
107664001,"Pulaski Technical College","Main Campus","3000 W SCENIC DR","NORTH LITTLE ROCK","AR","72118",4,"Public, 2-year",2736,4905,7641,1,1,3,0,0,0,0,0,0,1,1,1
107725001,"University of Arkansas Community College-Hope","Hope Campus","2500 S MAIN","HOPE","AR","718020140",4,"Public, 2-year",448,958,1406,0,0,0,0,0,0,0,0,0,1,1,1
107743001,"Rich Mountain Community College","Rich Mountain Community College Main Campus","1100 COLLEGE DR","MENA","AR","71953",4,"Public, 2-year",299,630,929,0,0,0,0,0,0,0,0,0,1,1,1
107789001,"Paul Mitchell the School-Arkansas","Main Campus","4156 N Steele Blvd","FAYETTEVILLE","AR","72703",9,"Private for-profit, less-than 2-year",7,101,108,0,0,0,0,0,0,0,0,0,1,1,1
107831001,"Searcy Beauty College","Searcy Beauty College","1004 S Main St","Searcy","AR","72143",9,"Private for-profit, less-than 2-year",1,51,52,0,0,0,0,0,0,0,0,0,1,1,1
107840001,"Shorter College","Main Campus","604 Locust St","North Little Rock","AR","72114",5,"Private nonprofit, 2-year",80,156,236,0,0,0,0,0,0,0,0,0,1,1,1
107877001,"Williams Baptist College","Main Campus","60 W Fulbright Avenue","Walnut Ridge","AR","72476",2,"Private nonprofit, 4-year or above",272,269,541,0,2,0,0,0,0,0,0,0,1,1,1
107974001,"South Arkansas Community College","Main Campus","300 S WEST AVE","EL DORADO","AR","717317010",4,"Public, 2-year",454,1104,1558,0,0,0,0,0,0,0,0,0,1,1,1
107983001,"Southern Arkansas University Main Campus","Main Campus","100 E. University Street","MAGNOLIA","AR","71754",1,"Public, 4-year or above",1974,2121,4095,0,8,7,0,7,4,0,0,1,1,1,1
107992001,"Southern Arkansas University Tech","Main Campus","6415 Spellman Road","Camden","AR","71701",4,"Public, 2-year",810,840,1650,0,0,0,0,0,0,0,0,0,1,1,1
108065001,"Velvatex College of Beauty Culture","Velvatex College of Beauty Culture","1520 MARTIN LUTHER KING DR","LITTLE ROCK","AR","722025452",9,"Private for-profit, less-than 2-year",2,21,23,0,0,0,0,0,0,0,0,0,1,1,1
108092001,"University of Arkansas-Fort Smith","Main Campus","5210 Grand Ave","Fort Smith","AR","729133649",1,"Public, 4-year or above",2943,3777,6720,1,4,19,0,15,15,0,0,4,1,1,1
108232001,"Academy of Art University","Main Campus","79 NEW MONTGOMERY","SAN FRANCISCO","CA","94105",3,"Private for-profit, 4-year or above",5678,8122,13800,0,0,0,0,0,0,0,0,0,1,1,1
108269001,"Academy of Chinese Culture and Health Sciences","Main Campus","1600 Broadway Ste. 200","OAKLAND","CA","94612",2,"Private nonprofit, 4-year or above",43,93,136,0,0,0,0,0,0,0,0,0,1,1,1
108348001,"The Academy of Radio and TV Broadcasting","Main Campus","16052 BEACH BLVD ST 263N","HUNTINGTON BEACH","CA","92647",9,"Private for-profit, less-than 2-year",16,18,34,0,0,0,0,0,0,0,0,0,1,1,1
108649001,"Avalon School of Cosmetology-Alameda","Avalon School of Cosmetology-Alameda","2318 CENTRAL AVE","ALAMEDA","CA","94501",9,"Private for-profit, less-than 2-year",2,133,135,0,0,0,0,0,0,0,0,0,1,1,1
108667001,"College of Alameda","Main Campus","555 Ralph Appezzato Memorial Parkway","ALAMEDA","CA","94501",4,"Public, 2-year",2762,3521,6283,0,2,0,0,0,0,0,1,1,1,1,1
108807001,"Allan Hancock College","Santa Maria","800 S. College Drive","Santa Maria","CA","934546399",4,"Public, 2-year",5280,5669,10949,0,0,0,1,5,1,0,2,0,1,1,1
108852001,"American Academy of Dramatic Arts-Los Angeles","Main Campus","1336 N. La Brea Ave.","Los Angeles","CA","90028",5,"Private nonprofit, 2-year",126,169,295,0,0,0,0,0,0,0,0,0,1,1,1
108861001,"American Baptist Seminary of the West","American Baptist Seminary of the West","2606 DWIGHT WAY","BERKELEY","CA","947043029",2,"Private nonprofit, 4-year or above",45,28,73,0,0,0,0,0,0,0,0,0,1,1,1
108870001,"American Film Institute Conservatory","American Film Institute Conservatory","2021 NORTH WESTERN AVE","LOS ANGELES","CA","900271625",2,"Private nonprofit, 4-year or above",183,145,328,0,0,0,0,0,0,0,0,0,1,1,1
108977001,"American Beauty College","Main Campus","646 S. Sunset Ave","West Covina","CA","91790",9,"Private for-profit, less-than 2-year",46,33,79,0,0,0,0,0,0,0,0,0,1,1,1
109040001,"American Career College-Los Angeles","Los Angeles","4021 Rosewood Ave","Los Angeles","CA","90004",6,"Private for-profit, 2-year",349,1194,1543,0,0,0,0,0,0,0,0,0,1,1,1
109086001,"American Conservatory Theater","Main Campus","30 GRANT AVE","SAN FRANCISCO","CA","941085834",2,"Private nonprofit, 4-year or above",20,26,46,0,0,0,0,0,0,0,0,0,1,1,1
109208001,"American River College","Main Campus","4700 COLLEGE OAK DR","SACRAMENTO","CA","958414286",4,"Public, 2-year",13724,15657,29381,1,5,1,4,27,2,3,0,0,1,1,1
109350001,"Antelope Valley College","Main Campus","3041 West Avenue K","LANCASTER","CA","935365426",4,"Public, 2-year",5833,8566,14399,4,18,0,2,8,0,1,13,0,1,1,1
109651001,"Art Center College of Design","Hillside Campus","1700 LIDA ST","PASADENA","CA","91103",2,"Private nonprofit, 4-year or above",1070,1063,2133,0,0,0,0,0,0,0,0,0,1,1,1
109721001,"Associated Technical College-Los Angeles","Main Campus","1670 Wilshire Blvd.","Los Angeles","CA","900171601",9,"Private for-profit, less-than 2-year",138,239,377,0,0,0,0,0,0,0,0,0,1,1,1
109730001,"Associated Technical College-San Diego","Main Campus","707 BROADWAY, STE 300","SAN DIEGO","CA","92101",9,"Private for-profit, less-than 2-year",59,17,76,0,0,0,0,0,0,0,0,0,1,1,1
